time,regions,market_segments,sales_channels,quantity,revenue
2018.04,Region F,Market Segment 3,Sales Channel 3,2050991.74,10254958.7
2018.04,Region F,Market Segment 3,Sales Channel 4,341831.9566,1709159.783
2018.04,Region F,Market Segment 4,Sales Channel 1,5697199.277,28485996.39
2018.04,Region F,Market Segment 4,Sales Channel 2,3304375.581,6608751.162
2018.04,Region F,Market Segment 4,Sales Channel 3,2050991.74,8203966.959
2018.04,Region F,Market Segment 4,Sales Channel 4,341831.9566,1367327.827
2018.04,Region G,Market Segment 1,Sales Channel 1,56224912.01,281124560.1
2018.04,Region G,Market Segment 1,Sales Channel 2,32610448.97,97831346.91
2018.04,Region G,Market Segment 1,Sales Channel 3,20240968.33,101204841.6
2018.04,Region G,Market Segment 1,Sales Channel 4,3373494.721,6746989.442
2018.04,Region G,Market Segment 2,Sales Channel 1,7028114.002,21084342.01
2018.04,Region G,Market Segment 2,Sales Channel 2,4076306.121,16305224.48
2018.04,Region G,Market Segment 2,Sales Channel 3,2530121.041,5060242.081
2018.04,Region G,Market Segment 2,Sales Channel 4,421686.8401,843373.6802
2018.04,Region G,Market Segment 3,Sales Channel 1,3514057.001,7028114.002
2018.04,Region G,Market Segment 3,Sales Channel 2,2038153.061,10190765.3
2018.04,Region G,Market Segment 3,Sales Channel 3,1265060.52,6325302.602
2018.04,Region G,Market Segment 3,Sales Channel 4,210843.4201,632530.2602
2018.04,Region G,Market Segment 4,Sales Channel 1,3514057.001,14056228
2018.04,Region G,Market Segment 4,Sales Channel 2,2038153.061,10190765.3
2018.04,Region G,Market Segment 4,Sales Channel 3,1265060.52,2530121.041
2018.04,Region G,Market Segment 4,Sales Channel 4,210843.4201,632530.2602
2018.04,Region H,Market Segment 1,Sales Channel 1,33897545.38,67795090.76
2018.04,Region H,Market Segment 1,Sales Channel 2,19660576.32,58981728.96
2018.04,Region H,Market Segment 1,Sales Channel 3,12203116.34,36609349.01
2018.04,Region H,Market Segment 1,Sales Channel 4,2033852.723,6101558.168
2018.04,Region H,Market Segment 2,Sales Channel 1,4237193.173,21185965.86
2018.04,Region H,Market Segment 2,Sales Channel 2,2457572.04,9830288.16
2018.04,Region H,Market Segment 2,Sales Channel 3,1525389.542,6101558.168
2018.04,Region H,Market Segment 2,Sales Channel 4,254231.5904,1016926.361
2018.04,Region H,Market Segment 3,Sales Channel 1,2118596.586,6355789.759
2018.04,Region H,Market Segment 3,Sales Channel 2,1228786.02,2457572.04
2018.04,Region H,Market Segment 3,Sales Channel 3,762694.7711,3050779.084
2018.04,Region H,Market Segment 3,Sales Channel 4,127115.7952,254231.5904
2018.04,Region H,Market Segment 4,Sales Channel 1,2118596.586,8474386.345
2018.04,Region H,Market Segment 4,Sales Channel 2,1228786.02,6143930.1
2018.04,Region H,Market Segment 4,Sales Channel 3,762694.7711,3050779.084
2018.04,Region H,Market Segment 4,Sales Channel 4,127115.7952,635578.9759
2018.04,Region I,Market Segment 1,Sales Channel 1,75650835.51,226952506.5
2018.04,Region I,Market Segment 1,Sales Channel 2,43877484.59,175509938.4
2018.04,Region I,Market Segment 1,Sales Channel 3,27234300.78,108937203.1
2018.04,Region I,Market Segment 1,Sales Channel 4,4539050.13,9078100.261
2018.04,Region I,Market Segment 2,Sales Channel 1,9456354.438,47281772.19
2018.04,Region I,Market Segment 2,Sales Channel 2,5484685.574,21938742.3
2018.04,Region I,Market Segment 2,Sales Channel 3,3404287.598,17021437.99
2018.04,Region I,Market Segment 2,Sales Channel 4,567381.2663,1134762.533
2018.04,Region I,Market Segment 3,Sales Channel 1,4728177.219,14184531.66
2018.04,Region I,Market Segment 3,Sales Channel 2,2742342.787,13711713.94
2018.04,Region I,Market Segment 3,Sales Channel 3,1702143.799,5106431.397
2018.04,Region I,Market Segment 3,Sales Channel 4,283690.6331,851071.8994
2018.04,Region I,Market Segment 4,Sales Channel 1,4728177.219,14184531.66
2018.04,Region I,Market Segment 4,Sales Channel 2,2742342.787,10969371.15
2018.04,Region I,Market Segment 4,Sales Channel 3,1702143.799,8510718.994
2018.04,Region I,Market Segment 4,Sales Channel 4,283690.6331,851071.8994
2018.05,Region A,Market Segment 1,Sales Channel 1,78521664.16,314086656.7
2018.05,Region A,Market Segment 1,Sales Channel 2,45542565.21,136627695.6
2018.05,Region A,Market Segment 1,Sales Channel 3,28267799.1,141338995.5
2018.05,Region A,Market Segment 1,Sales Channel 4,4711299.85,18845199.4
2018.05,Region A,Market Segment 2,Sales Channel 1,9815208.02,39260832.08
2018.05,Region A,Market Segment 2,Sales Channel 2,5692820.652,11385641.3
2018.05,Region A,Market Segment 2,Sales Channel 3,3533474.887,7066949.775
2018.05,Region A,Market Segment 2,Sales Channel 4,588912.4812,2944562.406
2018.05,Region A,Market Segment 3,Sales Channel 1,4907604.01,14722812.03
2018.05,Region A,Market Segment 3,Sales Channel 2,2846410.326,11385641.3
2018.05,Region A,Market Segment 3,Sales Channel 3,1766737.444,8833687.218
2018.05,Region A,Market Segment 3,Sales Channel 4,294456.2406,588912.4812
2018.05,Region A,Market Segment 4,Sales Channel 1,4907604.01,9815208.02
2018.05,Region A,Market Segment 4,Sales Channel 2,2846410.326,5692820.652
2018.05,Region A,Market Segment 4,Sales Channel 3,1766737.444,8833687.218
2018.05,Region A,Market Segment 4,Sales Channel 4,294456.2406,1472281.203
2018.05,Region B,Market Segment 1,Sales Channel 1,34550173.49,69100346.98
2018.05,Region B,Market Segment 1,Sales Channel 2,20039100.63,80156402.5
2018.05,Region B,Market Segment 1,Sales Channel 3,12438062.46,49752249.83
2018.05,Region B,Market Segment 1,Sales Channel 4,2073010.41,10365052.05
2018.05,Region B,Market Segment 2,Sales Channel 1,4318771.686,17275086.75
2018.05,Region B,Market Segment 2,Sales Channel 2,2504887.578,10019550.31
2018.05,Region B,Market Segment 2,Sales Channel 3,1554757.807,6219031.229
2018.05,Region B,Market Segment 2,Sales Channel 4,259126.3012,777378.9036
2018.05,Region B,Market Segment 3,Sales Channel 1,2159385.843,6478157.53
2018.05,Region B,Market Segment 3,Sales Channel 2,1252443.789,5009775.156
2018.05,Region B,Market Segment 3,Sales Channel 3,777378.9036,2332136.711
2018.05,Region B,Market Segment 3,Sales Channel 4,129563.1506,388689.4518
2018.05,Region B,Market Segment 4,Sales Channel 1,2159385.843,8637543.373
2018.05,Region B,Market Segment 4,Sales Channel 2,1252443.789,3757331.367
2018.05,Region B,Market Segment 4,Sales Channel 3,777378.9036,3886894.518
2018.05,Region B,Market Segment 4,Sales Channel 4,129563.1506,388689.4518
2018.05,Region C,Market Segment 1,Sales Channel 1,67980632.96,339903164.8
2018.05,Region C,Market Segment 1,Sales Channel 2,39428767.12,78857534.23
2018.05,Region C,Market Segment 1,Sales Channel 3,24473027.87,73419083.6
2018.05,Region C,Market Segment 1,Sales Channel 4,4078837.978,16315351.91
2018.05,Region C,Market Segment 2,Sales Channel 1,8497579.12,16995158.24
2018.05,Region C,Market Segment 2,Sales Channel 2,4928595.89,14785787.67
2018.05,Region C,Market Segment 2,Sales Channel 3,3059128.483,15295642.42
2018.05,Region C,Market Segment 2,Sales Channel 4,509854.7472,1529564.242
2018.05,Region C,Market Segment 3,Sales Channel 1,4248789.56,8497579.12
2018.05,Region C,Market Segment 3,Sales Channel 2,2464297.945,7392893.834
2018.05,Region C,Market Segment 3,Sales Channel 3,1529564.242,3059128.483
2018.05,Region C,Market Segment 3,Sales Channel 4,254927.3736,764782.1208
2018.05,Region C,Market Segment 4,Sales Channel 1,4248789.56,8497579.12
2018.05,Region C,Market Segment 4,Sales Channel 2,2464297.945,12321489.72
2018.05,Region C,Market Segment 4,Sales Channel 3,1529564.242,7647821.208
2018.05,Region C,Market Segment 4,Sales Channel 4,254927.3736,1274636.868
2018.05,Region D,Market Segment 1,Sales Channel 1,24092383.43,96369533.73
2018.05,Region D,Market Segment 1,Sales Channel 2,13973582.39,69867911.96
2018.05,Region D,Market Segment 1,Sales Channel 3,8673258.036,26019774.11
2018.05,Region D,Market Segment 1,Sales Channel 4,1445543.006,5782172.024
2018.05,Region D,Market Segment 2,Sales Channel 1,3011547.929,9034643.787
2018.05,Region D,Market Segment 2,Sales Channel 2,1746697.799,5240093.397
2018.05,Region D,Market Segment 2,Sales Channel 3,1084157.254,4336629.018
2018.05,Region D,Market Segment 2,Sales Channel 4,180692.8757,903464.3787
2018.05,Region D,Market Segment 3,Sales Channel 1,1505773.965,4517321.894
2018.05,Region D,Market Segment 3,Sales Channel 2,873348.8994,2620046.698
2018.05,Region D,Market Segment 3,Sales Channel 3,542078.6272,1084157.254
2018.05,Region D,Market Segment 3,Sales Channel 4,90346.43787,180692.8757
2018.05,Region D,Market Segment 4,Sales Channel 1,1505773.965,6023095.858
2018.05,Region D,Market Segment 4,Sales Channel 2,873348.8994,2620046.698
2018.05,Region D,Market Segment 4,Sales Channel 3,542078.6272,2710393.136
2018.05,Region D,Market Segment 4,Sales Channel 4,90346.43787,451732.1894
2018.05,Region E,Market Segment 1,Sales Channel 1,30879794.45,154398972.2
2018.05,Region E,Market Segment 1,Sales Channel 2,17910280.78,89551403.9
2018.05,Region E,Market Segment 1,Sales Channel 3,11116726,33350178
2018.05,Region E,Market Segment 1,Sales Channel 4,1852787.667,3705575.334
2018.05,Region E,Market Segment 2,Sales Channel 1,3859974.306,7719948.612
2018.05,Region E,Market Segment 2,Sales Channel 2,2238785.097,4477570.195
2018.05,Region E,Market Segment 2,Sales Channel 3,1389590.75,2779181.5
2018.05,Region E,Market Segment 2,Sales Channel 4,231598.4584,694795.3751
2018.05,Region E,Market Segment 3,Sales Channel 1,1929987.153,3859974.306
2018.05,Region E,Market Segment 3,Sales Channel 2,1119392.549,5596962.744
2018.05,Region E,Market Segment 3,Sales Channel 3,694795.3751,2084386.125
2018.05,Region E,Market Segment 3,Sales Channel 4,115799.2292,347397.6875
2018.05,Region E,Market Segment 4,Sales Channel 1,1929987.153,7719948.612
2018.05,Region E,Market Segment 4,Sales Channel 2,1119392.549,4477570.195
2018.05,Region E,Market Segment 4,Sales Channel 3,694795.3751,1389590.75
2018.05,Region E,Market Segment 4,Sales Channel 4,115799.2292,347397.6875
2018.05,Region F,Market Segment 1,Sales Channel 1,103512433.6,207024867.2
2018.05,Region F,Market Segment 1,Sales Channel 2,60037211.48,300186057.4
2018.05,Region F,Market Segment 1,Sales Channel 3,37264476.09,149057904.4
2018.05,Region F,Market Segment 1,Sales Channel 4,6210746.015,24842984.06
2018.05,Region F,Market Segment 2,Sales Channel 1,12939054.2,38817162.59
2018.05,Region F,Market Segment 2,Sales Channel 2,7504651.435,30018605.74
2018.05,Region F,Market Segment 2,Sales Channel 3,4658059.511,23290297.56
2018.05,Region F,Market Segment 2,Sales Channel 4,776343.2519,3881716.259
2018.05,Region F,Market Segment 3,Sales Channel 1,6469527.099,19408581.3
2018.05,Region F,Market Segment 3,Sales Channel 2,3752325.717,15009302.87
2018.05,Region F,Market Segment 3,Sales Channel 3,2329029.756,9316119.023
2018.05,Region F,Market Segment 3,Sales Channel 4,388171.6259,1164514.878
2018.05,Region F,Market Segment 4,Sales Channel 1,6469527.099,12939054.2
2018.05,Region F,Market Segment 4,Sales Channel 2,3752325.717,18761628.59
2018.05,Region F,Market Segment 4,Sales Channel 3,2329029.756,6987089.267
2018.05,Region F,Market Segment 4,Sales Channel 4,388171.6259,776343.2519
2018.05,Region G,Market Segment 1,Sales Channel 1,63846913.93,127693827.9
2018.05,Region G,Market Segment 1,Sales Channel 2,37031210.08,111093630.2
2018.05,Region G,Market Segment 1,Sales Channel 3,22984889.02,91939556.07
2018.05,Region G,Market Segment 1,Sales Channel 4,3830814.836,7661629.672
2018.05,Region G,Market Segment 2,Sales Channel 1,7980864.242,23942592.73
2018.05,Region G,Market Segment 2,Sales Channel 2,4628901.26,9257802.52
2018.05,Region G,Market Segment 2,Sales Channel 3,2873111.127,8619333.381
2018.05,Region G,Market Segment 2,Sales Channel 4,478851.8545,957703.709
2018.05,Region G,Market Segment 3,Sales Channel 1,3990432.121,15961728.48
2018.05,Region G,Market Segment 3,Sales Channel 2,2314450.63,4628901.26
2018.05,Region G,Market Segment 3,Sales Channel 3,1436555.564,5746222.254
2018.05,Region G,Market Segment 3,Sales Channel 4,239425.9273,478851.8545
2018.05,Region G,Market Segment 4,Sales Channel 1,3990432.121,11971296.36
2018.05,Region G,Market Segment 4,Sales Channel 2,2314450.63,9257802.52
2018.05,Region G,Market Segment 4,Sales Channel 3,1436555.564,4309666.691
2018.05,Region G,Market Segment 4,Sales Channel 4,239425.9273,718277.7818
2018.05,Region H,Market Segment 1,Sales Channel 1,38492788.78,192463943.9
2018.05,Region H,Market Segment 1,Sales Channel 2,22325817.49,111629087.5
2018.05,Region H,Market Segment 1,Sales Channel 3,13857403.96,27714807.92
2018.05,Region H,Market Segment 1,Sales Channel 4,2309567.327,6928701.981
2018.05,Region H,Market Segment 2,Sales Channel 1,4811598.598,9623197.196
2018.05,Region H,Market Segment 2,Sales Channel 2,2790727.187,13953635.93
2018.05,Region H,Market Segment 2,Sales Channel 3,1732175.495,6928701.981
2018.05,Region H,Market Segment 2,Sales Channel 4,288695.9159,577391.8317
2018.05,Region H,Market Segment 3,Sales Channel 1,2405799.299,12028996.49
2018.05,Region H,Market Segment 3,Sales Channel 2,1395363.593,5581454.373
2018.05,Region H,Market Segment 3,Sales Channel 3,866087.7476,2598263.243
2018.05,Region H,Market Segment 3,Sales Channel 4,144347.9579,433043.8738
2018.05,Region H,Market Segment 4,Sales Channel 1,2405799.299,12028996.49
2018.05,Region H,Market Segment 4,Sales Channel 2,1395363.593,2790727.187
2018.05,Region H,Market Segment 4,Sales Channel 3,866087.7476,3464350.99
2018.05,Region H,Market Segment 4,Sales Channel 4,144347.9579,288695.9159
2018.05,Region I,Market Segment 1,Sales Channel 1,85906268.42,429531342.1
2018.05,Region I,Market Segment 1,Sales Channel 2,49825635.68,249128178.4
2018.05,Region I,Market Segment 1,Sales Channel 3,30926256.63,154631283.2
2018.05,Region I,Market Segment 1,Sales Channel 4,5154376.105,10308752.21
2018.05,Region I,Market Segment 2,Sales Channel 1,10738283.55,32214850.66
2018.05,Region I,Market Segment 2,Sales Channel 2,6228204.461,31141022.3
2018.05,Region I,Market Segment 2,Sales Channel 3,3865782.079,19328910.4
2018.05,Region I,Market Segment 2,Sales Channel 4,644297.0132,3221485.066
2018.05,Region I,Market Segment 3,Sales Channel 1,5369141.776,26845708.88
2018.05,Region I,Market Segment 3,Sales Channel 2,3114102.23,9342306.691
2018.05,Region I,Market Segment 3,Sales Channel 3,1932891.04,7731564.158
2018.05,Region I,Market Segment 3,Sales Channel 4,322148.5066,644297.0132
2018.05,Region I,Market Segment 4,Sales Channel 1,5369141.776,21476567.11
2018.05,Region I,Market Segment 4,Sales Channel 2,3114102.23,6228204.461
2018.05,Region I,Market Segment 4,Sales Channel 3,1932891.04,5798673.119
2018.05,Region I,Market Segment 4,Sales Channel 4,322148.5066,644297.0132
2018.06,Region A,Market Segment 1,Sales Channel 1,88065456.24,352261825
2018.06,Region A,Market Segment 1,Sales Channel 2,51077964.62,204311858.5
2018.06,Region A,Market Segment 1,Sales Channel 3,31703564.25,126814257
2018.06,Region A,Market Segment 1,Sales Channel 4,5283927.374,10567854.75
2018.06,Region A,Market Segment 2,Sales Channel 1,11008182.03,44032728.12
2018.06,Region A,Market Segment 2,Sales Channel 2,6384745.577,25538982.31
2018.06,Region A,Market Segment 2,Sales Channel 3,3962945.531,11888836.59
2018.06,Region A,Market Segment 2,Sales Channel 4,660490.9218,3302454.609
2018.06,Region A,Market Segment 3,Sales Channel 1,5504091.015,22016364.06
2018.06,Region A,Market Segment 3,Sales Channel 2,3192372.789,15961863.94
2018.06,Region A,Market Segment 3,Sales Channel 3,1981472.765,3962945.531
2018.06,Region A,Market Segment 3,Sales Channel 4,330245.4609,660490.9218
2018.06,Region A,Market Segment 4,Sales Channel 1,5504091.015,22016364.06
2018.06,Region A,Market Segment 4,Sales Channel 2,3192372.789,9577118.366
2018.06,Region A,Market Segment 4,Sales Channel 3,1981472.765,3962945.531
2018.06,Region A,Market Segment 4,Sales Channel 4,330245.4609,1651227.304
2018.06,Region B,Market Segment 1,Sales Channel 1,38749519.95,154998079.8
2018.06,Region B,Market Segment 1,Sales Channel 2,22474721.57,44949443.14
2018.06,Region B,Market Segment 1,Sales Channel 3,13949827.18,69749135.9
2018.06,Region B,Market Segment 1,Sales Channel 4,2324971.197,6974913.59
2018.06,Region B,Market Segment 2,Sales Channel 1,4843689.993,9687379.987
2018.06,Region B,Market Segment 2,Sales Channel 2,2809340.196,5618680.392
2018.06,Region B,Market Segment 2,Sales Channel 3,1743728.398,5231185.193
2018.06,Region B,Market Segment 2,Sales Channel 4,290621.3996,871864.1988
2018.06,Region B,Market Segment 3,Sales Channel 1,2421844.997,7265534.99
2018.06,Region B,Market Segment 3,Sales Channel 2,1404670.098,2809340.196
2018.06,Region B,Market Segment 3,Sales Channel 3,871864.1988,4359320.994
2018.06,Region B,Market Segment 3,Sales Channel 4,145310.6998,290621.3996
2018.06,Region B,Market Segment 4,Sales Channel 1,2421844.997,4843689.993
2018.06,Region B,Market Segment 4,Sales Channel 2,1404670.098,4214010.294
2018.06,Region B,Market Segment 4,Sales Channel 3,871864.1988,1743728.398
2018.06,Region B,Market Segment 4,Sales Channel 4,145310.6998,726553.499
2018.06,Region C,Market Segment 1,Sales Channel 1,76243231.99,381216160
2018.06,Region C,Market Segment 1,Sales Channel 2,44221074.55,88442149.11
2018.06,Region C,Market Segment 1,Sales Channel 3,27447563.52,54895127.03
2018.06,Region C,Market Segment 1,Sales Channel 4,4574593.919,18298375.68
2018.06,Region C,Market Segment 2,Sales Channel 1,9530403.999,28591212
2018.06,Region C,Market Segment 2,Sales Channel 2,5527634.319,27638171.6
2018.06,Region C,Market Segment 2,Sales Channel 3,3430945.44,13723781.76
2018.06,Region C,Market Segment 2,Sales Channel 4,571824.2399,1715472.72
2018.06,Region C,Market Segment 3,Sales Channel 1,4765201.999,9530403.999
2018.06,Region C,Market Segment 3,Sales Channel 2,2763817.16,13819085.8
2018.06,Region C,Market Segment 3,Sales Channel 3,1715472.72,3430945.44
2018.06,Region C,Market Segment 3,Sales Channel 4,285912.12,1143648.48
2018.06,Region C,Market Segment 4,Sales Channel 1,4765201.999,23826010
2018.06,Region C,Market Segment 4,Sales Channel 2,2763817.16,11055268.64
2018.06,Region C,Market Segment 4,Sales Channel 3,1715472.72,3430945.44
2018.06,Region C,Market Segment 4,Sales Channel 4,285912.12,571824.2399
2018.06,Region D,Market Segment 1,Sales Channel 1,27020654.26,81061962.77
2018.06,Region D,Market Segment 1,Sales Channel 2,15671979.47,78359897.34
2018.06,Region D,Market Segment 1,Sales Channel 3,9727435.532,19454871.06
2018.06,Region D,Market Segment 1,Sales Channel 4,1621239.255,8106196.277
2018.06,Region D,Market Segment 2,Sales Channel 1,3377581.782,16887908.91
2018.06,Region D,Market Segment 2,Sales Channel 2,1958997.434,7835989.734
2018.06,Region D,Market Segment 2,Sales Channel 3,1215929.441,4863717.766
2018.06,Region D,Market Segment 2,Sales Channel 4,202654.9069,1013274.535
2018.06,Region D,Market Segment 3,Sales Channel 1,1688790.891,6755163.564
2018.06,Region D,Market Segment 3,Sales Channel 2,979498.7168,3917994.867
2018.06,Region D,Market Segment 3,Sales Channel 3,607964.7207,1823894.162
2018.06,Region D,Market Segment 3,Sales Channel 4,101327.4535,405309.8138
2018.06,Region D,Market Segment 4,Sales Channel 1,1688790.891,3377581.782
2018.06,Region D,Market Segment 4,Sales Channel 2,979498.7168,4897493.584
2018.06,Region D,Market Segment 4,Sales Channel 3,607964.7207,3039823.604
2018.06,Region D,Market Segment 4,Sales Channel 4,101327.4535,202654.9069
2018.06,Region E,Market Segment 1,Sales Channel 1,34633030.46,69266060.92
2018.06,Region E,Market Segment 1,Sales Channel 2,20087157.67,80348630.66
2018.06,Region E,Market Segment 1,Sales Channel 3,12467890.96,49871563.86
2018.06,Region E,Market Segment 1,Sales Channel 4,2077981.827,6233945.482
2018.06,Region E,Market Segment 2,Sales Channel 1,4329128.807,21645644.04
2018.06,Region E,Market Segment 2,Sales Channel 2,2510894.708,5021789.416
2018.06,Region E,Market Segment 2,Sales Channel 3,1558486.371,7792431.853
2018.06,Region E,Market Segment 2,Sales Channel 4,259747.7284,519495.4569
2018.06,Region E,Market Segment 3,Sales Channel 1,2164564.404,8658257.615
2018.06,Region E,Market Segment 3,Sales Channel 2,1255447.354,2510894.708
2018.06,Region E,Market Segment 3,Sales Channel 3,779243.1853,2337729.556
2018.06,Region E,Market Segment 3,Sales Channel 4,129873.8642,649369.3211
2018.06,Region E,Market Segment 4,Sales Channel 1,2164564.404,8658257.615
2018.06,Region E,Market Segment 4,Sales Channel 2,1255447.354,3766342.062
2018.06,Region E,Market Segment 4,Sales Channel 3,779243.1853,2337729.556
2018.06,Region E,Market Segment 4,Sales Channel 4,129873.8642,519495.4569
2018.06,Region F,Market Segment 1,Sales Channel 1,116093689.4,348281068.2
2018.06,Region F,Market Segment 1,Sales Channel 2,67334339.85,336671699.2
2018.06,Region F,Market Segment 1,Sales Channel 3,41793728.18,167174912.7
2018.06,Region F,Market Segment 1,Sales Channel 4,6965621.364,13931242.73
2018.06,Region F,Market Segment 2,Sales Channel 1,14511711.17,43535133.52
2018.06,Region F,Market Segment 2,Sales Channel 2,8416792.481,42083962.41
2018.06,Region F,Market Segment 2,Sales Channel 3,5224216.023,20896864.09
2018.06,Region F,Market Segment 2,Sales Channel 4,870702.6705,2612108.011
2018.06,Region F,Market Segment 3,Sales Channel 1,7255855.587,29023422.35
2018.06,Region F,Market Segment 3,Sales Channel 2,4208396.241,21041981.2
2018.06,Region F,Market Segment 3,Sales Channel 3,2612108.011,13060540.06
2018.06,Region F,Market Segment 3,Sales Channel 4,435351.3352,1741405.341
2018.06,Region F,Market Segment 4,Sales Channel 1,7255855.587,36279277.94
2018.06,Region F,Market Segment 4,Sales Channel 2,4208396.241,16833584.96
2018.06,Region F,Market Segment 4,Sales Channel 3,2612108.011,7836324.034
2018.06,Region F,Market Segment 4,Sales Channel 4,435351.3352,1306054.006
2018.06,Region G,Market Segment 1,Sales Channel 1,71607086.59,286428346.4
2018.06,Region G,Market Segment 1,Sales Channel 2,41532110.22,166128440.9
2018.06,Region G,Market Segment 1,Sales Channel 3,25778551.17,103114204.7
2018.06,Region G,Market Segment 1,Sales Channel 4,4296425.196,8592850.391
2018.06,Region G,Market Segment 2,Sales Channel 1,8950885.824,26852657.47
2018.06,Region G,Market Segment 2,Sales Channel 2,5191513.778,25957568.89
2018.06,Region G,Market Segment 2,Sales Channel 3,3222318.897,12889275.59
2018.06,Region G,Market Segment 2,Sales Channel 4,537053.1494,2148212.598
2018.06,Region G,Market Segment 3,Sales Channel 1,4475442.912,17901771.65
2018.06,Region G,Market Segment 3,Sales Channel 2,2595756.889,7787270.667
2018.06,Region G,Market Segment 3,Sales Channel 3,1611159.448,8055797.242
2018.06,Region G,Market Segment 3,Sales Channel 4,268526.5747,537053.1494
2018.06,Region G,Market Segment 4,Sales Channel 1,4475442.912,13426328.74
2018.06,Region G,Market Segment 4,Sales Channel 2,2595756.889,7787270.667
2018.06,Region G,Market Segment 4,Sales Channel 3,1611159.448,8055797.242
2018.06,Region G,Market Segment 4,Sales Channel 4,268526.5747,805579.7242
2018.06,Region H,Market Segment 1,Sales Channel 1,43171334.21,215856671
2018.06,Region H,Market Segment 1,Sales Channel 2,25039373.84,75118121.52
2018.06,Region H,Market Segment 1,Sales Channel 3,15541680.31,77708401.57
2018.06,Region H,Market Segment 1,Sales Channel 4,2590280.052,5180560.105
2018.06,Region H,Market Segment 2,Sales Channel 1,5396416.776,10792833.55
2018.06,Region H,Market Segment 2,Sales Channel 2,3129921.73,9389765.19
2018.06,Region H,Market Segment 2,Sales Channel 3,1942710.039,7770840.157
2018.06,Region H,Market Segment 2,Sales Channel 4,323785.0065,1295140.026
2018.06,Region H,Market Segment 3,Sales Channel 1,2698208.388,5396416.776
2018.06,Region H,Market Segment 3,Sales Channel 2,1564960.865,7824804.325
2018.06,Region H,Market Segment 3,Sales Channel 3,971355.0196,2914065.059
2018.06,Region H,Market Segment 3,Sales Channel 4,161892.5033,323785.0065
2018.06,Region H,Market Segment 4,Sales Channel 1,2698208.388,8094625.164
2018.06,Region H,Market Segment 4,Sales Channel 2,1564960.865,4694882.595
2018.06,Region H,Market Segment 4,Sales Channel 3,971355.0196,2914065.059
2018.06,Region H,Market Segment 4,Sales Channel 4,161892.5033,809462.5164
2018.06,Region I,Market Segment 1,Sales Channel 1,96347610.6,385390442.4
2018.06,Region I,Market Segment 1,Sales Channel 2,55881614.15,223526456.6
2018.06,Region I,Market Segment 1,Sales Channel 3,34685139.82,104055419.4
2018.06,Region I,Market Segment 1,Sales Channel 4,5780856.636,17342569.91
2018.06,Region I,Market Segment 2,Sales Channel 1,12043451.32,60217256.62
2018.06,Region I,Market Segment 2,Sales Channel 2,6985201.768,20955605.31
2018.06,Region I,Market Segment 2,Sales Channel 3,4335642.477,17342569.91
2018.06,Region I,Market Segment 2,Sales Channel 4,722607.0795,2890428.318
2018.06,Region I,Market Segment 3,Sales Channel 1,6021725.662,12043451.32
2018.06,Region I,Market Segment 3,Sales Channel 2,3492600.884,10477802.65
2018.06,Region I,Market Segment 3,Sales Channel 3,2167821.238,8671284.954
2018.06,Region I,Market Segment 3,Sales Channel 4,361303.5397,1083910.619
2018.06,Region I,Market Segment 4,Sales Channel 1,6021725.662,24086902.65
2018.06,Region I,Market Segment 4,Sales Channel 2,3492600.884,13970403.54
2018.06,Region I,Market Segment 4,Sales Channel 3,2167821.238,8671284.954
2018.06,Region I,Market Segment 4,Sales Channel 4,361303.5397,1445214.159
2018.07,Region A,Market Segment 1,Sales Channel 1,97781541.19,488907705.9
2018.07,Region A,Market Segment 1,Sales Channel 2,56713293.89,170139881.7
2018.07,Region A,Market Segment 1,Sales Channel 3,35201354.83,176006774.1
2018.07,Region A,Market Segment 1,Sales Channel 4,5866892.471,29334462.36
2018.07,Region A,Market Segment 2,Sales Channel 1,12222692.65,61113463.24
2018.07,Region A,Market Segment 2,Sales Channel 2,7089161.736,28356646.94
2018.07,Region A,Market Segment 2,Sales Channel 3,4400169.353,22000846.77
2018.07,Region A,Market Segment 2,Sales Channel 4,733361.5589,3666807.794
2018.07,Region A,Market Segment 3,Sales Channel 1,6111346.324,30556731.62
2018.07,Region A,Market Segment 3,Sales Channel 2,3544580.868,10633742.6
2018.07,Region A,Market Segment 3,Sales Channel 3,2200084.677,4400169.353
2018.07,Region A,Market Segment 3,Sales Channel 4,366680.7794,733361.5589
2018.07,Region A,Market Segment 4,Sales Channel 1,6111346.324,12222692.65
2018.07,Region A,Market Segment 4,Sales Channel 2,3544580.868,10633742.6
2018.07,Region A,Market Segment 4,Sales Channel 3,2200084.677,11000423.38
2018.07,Region A,Market Segment 4,Sales Channel 4,366680.7794,1833403.897
2018.07,Region B,Market Segment 1,Sales Channel 1,43024676.67,86049353.34
2018.07,Region B,Market Segment 1,Sales Channel 2,24954312.47,99817249.88
2018.07,Region B,Market Segment 1,Sales Channel 3,15488883.6,61955534.41
2018.07,Region B,Market Segment 1,Sales Channel 4,2581480.6,5162961.201
2018.07,Region B,Market Segment 2,Sales Channel 1,5378084.584,16134253.75
2018.07,Region B,Market Segment 2,Sales Channel 2,3119289.059,9357867.176
2018.07,Region B,Market Segment 2,Sales Channel 3,1936110.45,3872220.9
2018.07,Region B,Market Segment 2,Sales Channel 4,322685.075,968055.2251
2018.07,Region B,Market Segment 3,Sales Channel 1,2689042.292,8067126.876
2018.07,Region B,Market Segment 3,Sales Channel 2,1559644.529,6238578.117
