X,Y,OBJECTID_12_13,Plant_ID,Plant_Name,Plant_Alias,Plant_Label,EIA_ID,MW,General_Fuel,Status,STEP_License_Status,Docket_ID,Street,City,State_,Zip_Code,Plant_County,Initial_Start_Date,Online_Year,Retire_Date,Peaker,Renewable_Energy,Gen_Count,RPS_Eligible,Utility_ID,Owner_Name,Wind_Resource,LRA,Sub_Area,Service_Area,Service_Category,Caliso_Balancing_Authorities,Air_District,Air_Basin,Quad,Senate_District,Assembly_District,Congressional_District,CES30_PercentileRange,CES30_Percentile,CEC_Jurisdictional_Plant,CEC_Link,Aerial,Elevation
-118.985464518495149,35.631411176933945,4507,E0232,Mt. Poso Cogeneration,Mt. Poso Cogen,Mt. Poso,54626,63.64,Digester Gas,Operating,,,36157 Famoso Woody Road,Bakersfield,CA,93308,Kern,2011-11-01T00:00:00.000Z,2011,,0,1,1,1,14328,Mt Poso Cogeneration Co,,Kern,Midway,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Sand Canyon,Senate District 16,Assembly District 26,Congressional District 23,66-70%,65,,,"<a href=""https://earth.google.com/web/@35.6310556,-118.985425,331.21368823a,839.46694861d,35y,0h,45t,0r/data=CjoaOBIyCgAZlPoNbsbQQUAhSuoENBG_XcAqHDM1wrAzNyc1MS44Ik4gMTE4wrA1OScwNy41IlcYAiABKAI"">Google Earth</a>",333.47622681
-122.29639171438447,37.826063052467781,4508,E0242,EBMUD Wastewater Treatment Plant Digester Gas Turbine,EDMUD - Anaerobic Digestion,EBMUD Digester,57696,4.6,Digester Gas,Operating,,,2020 Wake Avenue,Oakland,CA,94607,Alameda,2011-11-01T00:00:00.000Z,2011,,0,1,1,1,14328,East Bay Municipal Utility District (EBMUD),,Greater Bay,Pittsburgh / Oakland,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Oakland West,Senate District 9,Assembly District 18,Congressional District 13,81-85%,85,,,"<a href=""https://earth.google.com/web/@37.8260619,-122.2963931,6.8552025a,813.51466586d,35y,0h,45t,0r/data=CjoaOBIyCgAZXnx2ZbzpQkAhpNDDGviSXsAqHDM3wrA0OSczMy44Ik4gMTIywrAxNyc0Ny4wIlcYAiABKAI"">Google Earth</a>",3.90070868
-122.376950206307995,41.43431053783501,4509,E0243,Roseburg Forest Products,,Roseburg Forest,56469,13.41,Biomass,Operating,,,98 Mill Street,Weed,CA,96094,Siskiyou,2011-01-01T00:00:00.000Z,2011,,0,1,1,1,14328,Roseburg Forest Products,,,,PacifiCorp,IOU,PacificCorp West,Siskiyou County Air Pollution Control District,Northeast Plateau,Weed,Senate District 1,Assembly District 1,Congressional District 1,61-65%,64,,,"<a href=""https://earth.google.com/web/@41.4343197,-122.3769708,1077.10246706a,768.33947567d,35y,0h,45t,0r/data=CjoaOBIyCgAZF8G1yZe3REAhAWMiSiCYXsAqHDQxwrAyNicwMy42Ik4gMTIywrAyMiczNy4xIlcYAiABKAI"">Google Earth</a>",1076.9699707
-121.726429808811019,39.6746381011517,4510,E0248,Ameresco Butte County Neal Road Landfill,Ameresco Butte County,Ameresco - Butte,57771,2.16,Digester Gas,Operating,,,1023 Neal Road,Paradise,CA,95969,Butte,2012-11-23T00:00:00.000Z,2012,,0,1,1,1,14328,Ameresco Inc,,,,Pacific Gas & Electric Company,IOU,CALISO,Butte County Air Quality Management District,Sacramento Valley,Hamlin Canyon,Senate District 4,Assembly District 3,Congressional District 1,46-50%,45,,,"<a href=""https://earth.google.com/web/@39.6744028,-121.7273417,102.83318642a,790.75053905d,35y,0h,45t,0r/data=CjoaOBIyCgAZWCq51FLWQ0AhF6EzxIxuXsAqHDM5wrA0MCcyNy45Ik4gMTIxwrA0MyczOC40IlcYAiABKAI"">Google Earth</a>",108.33310699
-117.840846923750462,33.93240515809687,4511,E0249,Brea Expansion Plant - Brea Power II LLC,,Brea Expansion,58007,32.81,Landfill Gas,Operating,,,1935 Valencia Avenue,Brea,CA,92823,Orange,2012-11-01T00:00:00.000Z,2012,,0,1,1,1,17609,Brea Parent 2007 LLC c/o Broadrock Renewables LLC,,LA Basin,Western LA Basin,Southern California Edison,IOU,CALISO,South Coast Air Quality Management District,South Coast,Yorba Linda,Senate District 29,Assembly District 55,Congressional District 39,41-45%,42,,,"<a href=""https://earth.google.com/web/@33.9320444,-117.840275,224.09847432a,858.71550717d,35y,0h,45t,0r/data=CjoaOBIyCgAZwDUcO033QEAhXinLEMd1XcAqHDMzwrA1NSc1NS40Ik4gMTE3wrA1MCcyNS4wIlcYAiABKAI"">Google Earth</a>",219.90039063
-121.185239974302362,37.883326342859966,4512,E0252,Ameresco Forward LLC,Ameresco Forward Landfill,Ameresco - Forward,58437,4.34,Landfill Gas,Operating,,,9629 S. Austin Road,Manteca,CA,95336,San Joaquin,2014-02-22T00:00:00.000Z,2014,,0,1,2,1,14328,Ameresco Inc,,Stockton,Tesla-Bellota,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Stockton East,Senate District 5,Assembly District 13,Congressional District 9,96-100% (highest scores),95,,,"<a href=""https://earth.google.com/web/@37.8833258,-121.1852397,13.34224663a,812.82366967d,35y,0h,45t,0r/data=CjoaOBIyCgAZRVvf0RDxQkAh71qd99pLXsAqHDM3wrA1Mic2MC4wIk4gMTIxwrAxMScwNi45IlcYAiABKAI"">Google Earth</a>",11.85941219
-120.929842702922471,38.030142596821513,4513,E0253,Ameresco San Joaquin LLC,,Ameresco - San Joaquin,58436,4.34,Landfill Gas,Operating,,,6484 n. Waverly Road,Linden,CA,95236,San Joaquin,2014-04-24T00:00:00.000Z,2014,,0,1,2,1,14328,Ameresco Inc,,,,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Valley Springs SW,Senate District 5,Assembly District 12,Congressional District 9,41-45%,44,,,"<a href=""https://earth.google.com/web/@38.0301411,-120.9298414,71.27882052a,811.04280906d,35y,0h,45t,0r/data=CjoaOBIyCgAZ-2HfqdsDQ0Ah4d2AhYI7XsAqHDM4wrAwMSc0OC41Ik4gMTIwwrA1NSc0Ny40IlcYAiABKAI"">Google Earth</a>",69.54589844
-120.59935245150443,35.18684573876353,4514,E0254,Cold Canyon,Cold Canyon Landfill,Cold Canyon,58379,1.5,Landfill Gas,Operating,,,2727 Carpenter Canyon Road,San Luis Obispo,CA,93401,San Luis Obispo,2013-07-21T00:00:00.000Z,2013,,0,1,1,1,14328,Toro Energy of California LLC,,,,Pacific Gas & Electric Company,IOU,CALISO,San Luis Obispo County Air Pollution Control District,South Central Coast,Arroyo Grande NE,Senate District 17,Assembly District 35,Congressional District 24,11-15%,11,,,"<a href=""https://earth.google.com/web/@35.1868469,-120.5993558,68.43410347a,844.57362317d,35y,0h,45t,0r/data=CjoaOBIyCgAZ821mmeqXQUAhv-pt2FsmXsAqHDM1wrAxMScxMi43Ik4gMTIwwrAzNSc1Ny43IlcYAiABKAI"">Google Earth</a>",64.63536835
-119.108642405873965,35.188450728503099,4515,E0257,ABEC Bidart-Old River LLC,Bidart Old River 1,ABEC Bidart,58699,2,Digester Gas,Operating,,,20400 Old River Road,Bakersfield,CA,93311,Kern,2014-03-10T00:00:00.000Z,2014,,0,1,1,1,14328,California Bioenergy LLC,,Kern,Midway,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Conner,Senate District 14,Assembly District 32,Congressional District 21,26-30%,28,,,"<a href=""https://earth.google.com/web/@35.1884508,-119.1086417,93.64483649a,844.5536764d,35y,0h,45t,0r/data=CjoaOBIyCgAZ2HPjJx-YQUAh1h5R_PPGXcAqHDM1wrAxMScxOC40Ik4gMTE5wrAwNiczMS4xIlcYAiABKAI"">Google Earth</a>",90.87288666
-121.951259840116833,37.434674289057035,4516,E0303,Zero Waste to Energy,,Zero Waste to Energy,60003,1.6,Landfill Gas,Operating,,,685 Los Esteros Road,San Jose,CA,95134,Santa Clara,2016-01-01T00:00:00.000Z,2016,,0,1,1,1,14328,Zero Waste to Energy Development Company,,Greater Bay,San Jose,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Milpitas,Senate District 10,Assembly District 25,Congressional District 17,81-85%,82,,,"<a href=""https://earth.google.com/web/@37.4346739,-121.9512561,5.25211293a,818.22955948d,35y,0h,45t,0r/data=CjoaOBIyCgAZX3b0ZKO3QkAhtudDYeF8XsAqHDM3wrAyNicwNC44Ik4gMTIxwrA1NycwNC41IlcYAiABKAI"">Google Earth</a>",4.25466919
-122.564310299777432,38.160841669733621,4517,E0304,Redwood Renewable Energy Facility,Redwood Renewable Energy Facility,Redwood,59299,4,Biomass,Operating,,,8950 Redwood Highway,Novato,CA,94945,Marin,2017-05-27T00:00:00.000Z,2017,,,1,2,1,14328,WM Renewable Energy,,North Coast/North Bay,Lakeville,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Petaluma River,Senate District 2,Assembly District 10,Congressional District 2,11-15%,11,,,"<a href=""https://earth.google.com/web/@38.1608392,-122.5643097,1.68901046a,809.45217525d,35y,0h,45t,0r/data=CjoaOBIyCgAZGPX_YJYUQ0AhMpRuph2kXsAqHDM4wrAwOSczOS4wIk4gMTIywrAzMyc1MS41IlcYAiABKAI"">Google Earth</a>",
-121.192562923717517,38.5146829557792,4518,E0305,Kiefer Landfill Phase II (KLG2),Kiefer Landfill Phase II,KLG2,,6,Landfill Gas,Operating,,,"12701 Kiefer Blvd, Bldg 400F",Sloughhouse,CA,95683,Sacramento,2006-03-01T00:00:00.000Z,2006,,,1,2,1,16534,Aria Energy LLC,,,,,,,,,,,,,,,,,,
-120.985205519946547,37.574048151592045,4519,G0016,Almond Power Plant,"Almond 1; Almond 2 Power Plant; Almond 2 Power Plant Project; A2PP ",Almond II,7315,223,Gas,Operating,Operational,"09-AFC-02, 09-AFC-02C
",4500 Crows Landing Road,Modesto,CA,95358,Stanislaus,1995-10-01T00:00:00.000Z,1995,,1,0,4,0,19282,Turlock Irrigation Distict,,,,Turlock Irrigation District,POU,TID,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Ceres,Senate District 12,Assembly District 21,Congressional District 10,81-85%,82,1,"<a href=""http://www.energy.ca.gov/sitingcases/almond/index.html"">Siting Case</a>","<a href=""https://www.google.com/maps/place/37%C2%B034'28.8%22N+120%C2%B059'04.2%22W/@37.5746741,-120.9851599,344m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0"">Google Map</a>",25.04888725
-117.855983785121211,33.853653630899373,4520,G0026,Anaheim CT,Anaheim Gas Turbine,Anaheim,7693,49.27,Gas,Operating,,,1144 North Kramer Boulevard,Anaheim,CA,92805,Orange,1991-04-01T00:00:00.000Z,1991,,1,0,1,0,590,City of Anaheim,,LA Basin,Western LA Basin,City of Anaheim Public Utilities Department,POU,CALISO,South Coast Air Quality Management District,South Coast,Orange,Senate District 37,Assembly District 68,Congressional District 46,76-80%,76,0,,"<a href=""https://earth.google.com/web/@33.8536531,-117.8559842,67.20194369a,859.58709761d,35y,0h,45t,0r/data=CjoaOBIyCgAZg1A5gUTtQEAhIjn0cch2XcAqHDMzwrA1MScxMy4yIk4gMTE3wrA1MScyMS41IlcYAiABKAI"">Google Earth</a>",68.25140381
-119.605775693186345,35.212236695329594,4521,G0031,Oxford Cogeneration Facility (Shutdown 12/2006),"Arco Oxford; Arco Oxford Cogen",Arco Oxford,52093,15.6,Gas,Retired,,,Mocal Road and Crocker Springs Road,Fellows,CA,93224,Kern,1984-09-19T00:00:00.000Z,1984,2006-12-31T00:00:00.000Z,0,0,3,0,14328,Aera Energy LLC,,Kern,Midway,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Fellows,Senate District 16,Assembly District 34,Congressional District 23,76-80%,78,,,"<a href=""https://earth.google.com/web/@35.2122322,-119.6057747,491.20057498a,844.28297795d,35y,0h,45t,0r/data=CjoaOBIyCgAZPRS7bCqbQUAhoU8_A8XmXcAqHDM1wrAxMic0NC4wIk4gMTE5wrAzNicyMC44IlcYAiABKAI"">Google Earth</a>",489.3008728
-119.029911595684794,35.483722743643483,4522,G0040,Badger Creek Cogen,Badger Creek Ltd.,Badger Creek,10650,47,Gas,Operating,,,535 Fano Avenue,Bakersfield,CA,93308,Kern,1991-04-19T00:00:00.000Z,1991,,0,0,1,0,14328,WCAC Operating Company,,Kern,Midway,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Oildale,Senate District 16,Assembly District 34,Congressional District 23,76-80%,77,,,"<a href=""https://earth.google.com/web/@35.4837242,-119.0299136,275.79983463a,841.16670659d,35y,0h,45t,0r/data=CjoaOBIyCgAZUqSxrOq9QUAhKW27GurBXcAqHDM1wrAyOScwMS40Ik4gMTE5wrAwMSc0Ny43IlcYAiABKAI"">Google Earth</a>",275.40765381
-117.862147111014195,33.858519807151374,4523,G0058,Canyon Power Plant,"Canyon; CPP; Canyon Power Plant  Southern CA Public Power Authority",Canyon,57027,200.48,Gas,Operating,Operational,"07-AFC-09, 07-AFC-09
",3071 East Miraloma Ave.,Anaheim,CA,92806,Orange,2011-07-01T00:00:00.000Z,2011,,1,0,4,0,590,Southern California Public Power Authority (SCPPA),,LA Basin,Western LA Basin,City of Anaheim Public Utilities Department,POU,CALISO,South Coast Air Quality Management District,South Coast,Orange,Senate District 37,Assembly District 68,Congressional District 46,76-80%,76,1,"<a href=""http://www.energy.ca.gov/sitingcases/canyon/index.html"">Siting Case</a>","<a href=""https://www.google.com/maps/place/33%C2%B051'29.9%22N+117%C2%B051'42.5%22W/@33.8586109,-117.8620649,303m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0"">Google Map</a>",66.67419434
-115.513560784065277,32.906582725592621,4524,G0059,Brawley (Retired 12/31/2009),Brawley Disposal Site,Brawley,383,23,Gas,Retired,,,475 Dogwood Road,Brawley,CA,92227,Imperial,1962-01-01T00:00:00.000Z,1962,2009-12-31T00:00:00.000Z,1,0,2,0,9216,Imperial Irrigation District,,,,Imperial Irrigation District,POU,IID,Imperial County Air Pollution Control District,Salton Sea,Brawley,Senate District 40,Assembly District 56,Congressional District 51,71-75%,72,0,,"<a href=""https://earth.google.com/web/@32.906275,-115.5140944,-0.51075914a,869.96895454d,35y,0h,45t,0r/data=CjoaOBIyCgAZWRe30QB0QEAhocMy7ObgXMAqHDMywrA1NCcyMi42Ik4gMTE1wrAzMCc1MC43IlcYAiABKAI"">Google Earth</a>",-41.05099869
-122.175787432022702,37.429940852084975,4525,G0080,Cardinal Cogen - Retired 3/31/2015,,Cardinal,10168,52.8,Gas,Retired,,,"288 Campus Drive, Building 14-105",Stanford,CA,94305,Santa Clara,1987-12-01T00:00:00.000Z,1987,2015-03-31T00:00:00.000Z,0,0,2,0,14328,Cardinal Cogen,,Greater Bay,,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Palo Alto,Senate District 13,Assembly District 24,Congressional District 18,,,,,"<a href=""https://earth.google.com/web/@37.4299381,-122.1757856,27.05309834a,818.28625568d,35y,0h,45t,0r/data=CjoaOBIyCgAZ9mYvNgi3QkAh5cY-EkCLXsAqHDM3wrAyNSc0Ny44Ik4gMTIywrAxMCczMi44IlcYAiAB"">Google Earth</a>",29.86830139
-122.262574266306217,37.5280179986432,4526,G0087,San Jose Cogeneration,San Jose Cogen,San Jose Cogen,10548,7,Gas,Operating,,,260 South 9th Street,San Jose,CA,95192,Santa Clara,1984-12-01T00:00:00.000Z,1984,,0,0,2,0,14328,San Jose State University,,Greater Bay,,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Mateo,Senate District 13,Assembly District 22,Congressional District 14,6-10%,9,,,"<a href=""https://earth.google.com/web/@37.5279817,-122.2624942,12.77336629a,817.1099401d,35y,0h,45t,0r/data=CjoaOBIyCgAZeDGD55TDQkAh8Bh5tMyQXsAqHDM3wrAzMSc0MC43Ik4gMTIywrAxNSc0NS4wIlcYAiABKAI"">Google Earth</a>",2.85619688
-120.38853255884446,36.180655162635965,4527,G0100,Coalinga Cogeneration Plants (16.56 MW),"Coalinga 6C/25D; Chevron-Coalinga",Coalinga 6C/25D,52083,16.56,Gas,Operating,,,Section 6 T20S R15E MDB M,Coalinga,CA,93210,Fresno,1986-10-01T00:00:00.000Z,1986,,0,0,6,0,14328,Chevron North America Exploration and Production,,Greater Fresno,Wilson,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Alcalde Hills,Senate District 12,Assembly District 31,Congressional District 21,61-65%,63,,,"<a href=""https://earth.google.com/web/@36.1806331,-120.3883064,237.5900525a,833.0829812d,35y,0h,45t,0r/data=CjoaOBIyCgAZnYlE_B4XQkAh9TQWA9oYXsAqHDM2wrAxMCc1MC4zIk4gMTIwwrAyMycxNy45IlcYAiABKAI"">Google Earth</a>",238.53192139
-119.680346649636519,35.374638643430806,4528,G0102,Cymric Cogeneration Plants,"Chevron Cymric; Cymric 6Z/31 X/36W",Chevron Cymric,52081,21.04,Gas,Operating,,,Section 6 T305  R22E  MDB M,McKittrick,CA,93251,Kern,1982-10-01T00:00:00.000Z,1982,,0,0,8,0,14328,Chevron North America Exploration and Production,,Kern,Midway,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Reward,Senate District 16,Assembly District 34,Congressional District 23,76-80%,78,,,"<a href=""https://earth.google.com/web/@35.3745717,-119.6804836,205.91903284a,842.42267094d,35y,0h,45t,0r/data=CjoaOBIyCgAZ6cAo9_GvQUAht90VC43rXcAqHDM1wrAyMicyOC41Ik4gMTE5wrA0MCc0OS43IlcYAiABKAI"">Google Earth</a>",205.09277344
-118.96137526619178,35.440607821891952,4529,G0103,Kern River Eastridge Cogeneration Plant,,Kern River Eastridge,52107,48.8,Gas,Operating,,,Section 3 T29S R28E MDB M,Bakersfield,CA,93306,Kern,1988-06-01T00:00:00.000Z,1988,,0,0,2,0,14328,Chevron North America Exploration and Production,,Kern,Midway,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Oil Center,Senate District 16,Assembly District 34,Congressional District 23,76-80%,77,,,"<a href=""https://earth.google.com/web/@35.4406222,-118.9616028,214.34115413a,841.66222019d,35y,0h,45t,0r/data=CjoaOBIyCgAZH3LpTma4QUAhfW945oq9XcAqHDM1wrAyNicyNi4yIk4gMTE4wrA1Nyc0MS44IlcYAiABKAI"">Google Earth</a>",212.340271
-119.475428815953961,35.115688080708068,4530,G0107,Taft 26C Cogeneration Plant,"Chevron - Taft; Chevron Taft 26C; Cadet",Chevron Taft,52085,10,Gas,Operating,,,Section 26 T32S R23E MDB M,Taft,CA,93268,Kern,1982-07-01T00:00:00.000Z,1982,,0,0,4,0,17609,Chevron North America Exploration and Production,,Kern,Midway,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Maricopa,Senate District 16,Assembly District 34,Congressional District 23,56-60%,57,,,"<a href=""https://earth.google.com/web/@35.1160278,-119.4754,509.63035342a,845.38295787d,35y,0h,45t,0r/data=CjoaOBIyCgAZoja7_9mOQUAhLSEf9GzeXcAqHDM1wrAwNic1Ny43Ik4gMTE5wrAyOCczMS40IlcYAiABKAI"">Google Earth</a>",509.27120972
-121.944254322983753,37.364260160722814,4531,G0114,Santa Clara Cogen,City Of Santa Clara,City of Santa Clara,7232,7.8,Gas,Operating,,,524 Robert Avenue,Santa Clara,CA,95054,Santa Clara,1982-06-01T00:00:00.000Z,1982,,0,0,2,0,16655,Silicon Valley Power,,Greater Bay,San Jose,Silicon Valley Power,POU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Jose West,Senate District 10,Assembly District 25,Congressional District 17,76-80%,77,,,"<a href=""https://earth.google.com/web/@37.361075,-121.9450056,18.75967988a,819.11409259d,35y,0h,45t,0r/data=CjoaOBIyCgAZnDOitDeuQkAhW6LE-Hp8XsAqHDM3wrAyMSczOS45Ik4gMTIxwrA1Nic0Mi4wIlcYAiABKAI"">Google Earth</a>",14.16665459
-121.889484000585114,37.327773751455766,4532,G0121,San Jose Convention Center (Closed 2001),,San Jose Convention Ctr,50925,1.5,Gas,Retired,,,408 Almaden Avenue,San Jose,CA,95110,Santa Clara,1990-05-01T00:00:00.000Z,1990,2003-12-31T00:00:00.000Z,0,0,1,0,14328,City of San Jose,,Greater Bay,San Jose,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Jose West,Senate District 15,Assembly District 27,Congressional District 19,66-70%,67,,,"<a href=""https://earth.google.com/web/@37.3286278,-121.8894528,43.84467051a,819.50254228d,35y,0h,45t,0r/data=CjoaOBIyCgAZOcfKeRCqQkAhe9Vvy-x4XsAqHDM3wrAxOSc0My4xIk4gMTIxwrA1MycyMi4wIlcYAiABKAI"">Google Earth</a>",27.69436836
-121.27750690372153,37.806796041757266,4533,G0128,Lathrop Plant,J.R. Simplot Co.,J.R. Simplot,58216,4,Gas,Operating,,,16777 Howland Road,Lathrop,CA,95330,San Joaquin,1995-09-30T00:00:00.000Z,1995,,0,0,1,0,14328,JR Simplot Company,,Stockton,Tesla-Bellota,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Lathrop,Senate District 5,Assembly District 12,Congressional District 9,96-100% (highest scores),99,,,"<a href=""https://earth.google.com/web/@37.8058753,-121.2798375,5.27723727a,813.75823627d,35y,0h,45t,0r/data=CjoaOBIyCgAZvBP96ybnQkAhcayL2-hRXsAqHDM3wrA0OCcyMS4yIk4gMTIxwrAxNic0Ny40IlcYAiABKAI"">Google Earth</a>",5.27585649
-120.355944478588683,36.190068644383828,4534,G0131,Coalinga Cogeneration Facility (38.4 MW),Coalinga Cogen Co.,Coalinga Cogen,50131,38.4,Gas,Indefinite Shutdown,,,23812 West Gale Avenue,Coalinga,CA,93210,Fresno,1992-02-22T00:00:00.000Z,1992,,0,0,1,0,14328,Coalinga Cogeneration Facility,,Greater Fresno,Wilson,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Coalinga,Senate District 12,Assembly District 31,Congressional District 21,61-65%,63,,,"<a href=""https://earth.google.com/web/@36.1900981,-120.3558828,241.0131271a,832.97210074d,35y,0h,45t,0r/data=CjoaOBIyCgAZEERxIlUYQkAhXs2myMYWXsAqHDM2wrAxMScyNC40Ik4gMTIwwrAyMScyMS4yIlcYAiABKAI"">Google Earth</a>",240.94625854
-121.944549881288623,37.368595877821214,4535,G0144,Altivity Packaging - Santa Clara,"Jefferson Smurfit; Santa Clara Cogen; Altivity Packaging - Santa Clara",Altivity,54561,25,Gas,Operating,,,2600 De La Cruz Boulevard,Santa Clara,CA,95050,Santa Clara,1986-06-01T00:00:00.000Z,1986,,0,0,1,0,14328,Graphic Packaging International Inc,,Greater Bay,San Jose,Silicon Valley Power,POU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,San Jose West,Senate District 10,Assembly District 25,Congressional District 17,76-80%,77,,,"<a href=""https://earth.google.com/web/@37.3676697,-121.9422192,11.62346727a,819.03470508d,35y,0h,45t,0r/data=CjoaOBIyCgAZdZ38zA-vQkAhc2rCUU18XsAqHDM3wrAyMicwMy42Ik4gMTIxwrA1NiczMi4wIlcYAiABKAI"">Google Earth</a>",12.17719269
-121.951011699384225,37.37696383329439,4536,G0169,Donald Von Raesfeld Power Plant (DVR),"Donald Von Raesfeld CC; City of Santa Clara; Pico Power Project; Donald Von Raesfeld Combined Cycle; Donald Von Raesfeld (Formerly Pico Power) Silicon Valley Power; Donald Von Raesfeld Power Plant Licensing Case",Donald Von Raesfeld ,56026,147,Gas,Operating,Operational,"02-AFC-03, 02-AFC-03C
",850 Duane Avenue,Santa Clara,CA,95051,Santa Clara,2004-11-01T00:00:00.000Z,2004,,0,0,3,0,16655,Silicon Valley Power,,Greater Bay,San Jose,Silicon Valley Power,POU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Milpitas,Senate District 10,Assembly District 25,Congressional District 17,76-80%,77,1,"<a href=""http://www.energy.ca.gov/sitingcases/vonraesfeld/index.html"">Siting Case</a>","<a href=""https://www.google.com/maps/place/37%C2%B022'34.5%22N+121%C2%B056'59.8%22W/@37.3763612,-121.9508872,304m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0"">Google Map</a>",11.20570183
-119.012767116435015,35.440718349972364,4537,G0173,Western Power and Steam  Inc. (DAI Oildale),"Dai/Oildale Cogen; Diamond Energy Or Dexzel",Dai/ Oildale,54410,20,Gas,Operating,,,3300 Manor Drive,Bakersfield,CA,93308,Kern,1990-03-01T00:00:00.000Z,1990,,0,0,2,0,14328,Western Power and Steam,,Kern,Midway,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Oildale,Senate District 16,Assembly District 34,Congressional District 23,76-80%,77,,,"<a href=""https://earth.google.com/web/@35.4406997,-119.0128014,186.46433462a,841.66222019d,35y,0h,45t,0r/data=CjoaOBIyCgAZsm0H2Wi4QUAh9JX2vNHAXcAqHDM1wrAyNicyNi41Ik4gMTE5wrAwMCc0Ni4xIlcYAiABKAI"">Google Earth</a>",184.49005127
-119.046077675741159,35.50050209836391,4538,G0176,Double C,"Double  ""C""  Ltd.; Double  ""C"" Cogen","Double  ""C""",50493,48,Gas,Operating,,,10245 Oilfield Road,Bakersfield,CA,93308,Kern,1989-03-20T00:00:00.000Z,1989,,0,0,2,0,14328,WCAC Operating Company,,Kern,Midway,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,North of Oildale,Senate District 16,Assembly District 34,Congressional District 23,76-80%,77,,,"<a href=""https://earth.google.com/web/@35.5009972,-119.0462972,270.07392777a,840.96737564d,35y,0h,45t,0r/data=CjoaOBIyCgAZnLEerSDAQUAhXvmHiPbCXcAqHDM1wrAzMCcwMy42Ik4gMTE5wrAwMic0Ni43IlcYAiABKAI"">Google Earth</a>",269.36077881
-121.600563074242316,37.79144782236208,4539,G0184,Byron Power Partners LP - Retired December 2010,"EUA/FRCII - Vintage CC; EUA/FRCII Energy Associates (Vintage Country Club)",Byron Power Partners,52199,1.3,Gas,Retired,,,4901 Bruns Road,Unincorporated,CA,94514,Alameda,1990-05-01T00:00:00.000Z,1990,2010-12-31T00:00:00.000Z,0,0,1,0,14328,Ridgewood Power Management LLC,,Greater Bay,Contra Costa,Pacific Gas & Electric Company,IOU,CALISO,Bay Area Air Quality Management District,San Francisco Bay,Clifton Court Forebay,Senate District 7,Assembly District 16,Congressional District 15,41-45%,42,,,"<a href=""https://earth.google.com/web/@37.7961778,-121.6019556,28.21761246a,813.87719355d,35y,0h,45t,0r/data=CjoaOBIyCgAZjmZ2J-nlQkAhOOnHcIZmXsAqHDM3wrA0Nyc0Ni4yIk4gMTIxwrAzNicwNy4wIlcYAiABKAI"">Google Earth</a>",31.86168289
